doi_prefix,publisher_2022,publisher_2013
10.52685,"Institute of Philosophy in Zagreb, Croatia",
10.32736,Sekolah Tinggi Manajemen Informatika & Komputer Atma Luhur,
10.19219,AnEx Information Verlag,
10.32660,Stikes Rs. Baptis Kediri,
10.32659,Stiepar Yapari Bandung,
10.32664,Sekolah Tinggi Informatika dan Komputer Indonesia,
10.32666,Sekolah Tinggi Ilmu Administrasi Mataram,
10.32667,Rumah Sakit Penyakit Infeksi Prof Dr. Sulianti Saroso,
10.32669,Village Institute,
10.32662,Universitas Gorontalo,
10.32668,Poltekkes Kemenkes Jakarta,
10.32663,Universitas Prof. Dr. Hazairin SH,
10.32665,Universitas Nahdlatul Ulama Sunan Giri Bojonegoro,
10.32661,Sekolah Tinggi Ilmu Hukum Muhammadiyah Takengon,
10.32670,Institut Manajemen Koperasi Indonesia,
10.32673,Boletim da Sociedade Brasileira de Mastozoologia,
10.32672,Universitas Serambi Mekkah,
10.33277,CESaRE,
10.32826,Cuadernos de Economia,
10.32675,Academy of Social Enterprise,
10.32677,Mansa STM Publishers,
10.32676,Notitia D.O.O,
10.32782,Publishing House Helvetica (Publications),
10.32682,STKIP PGRI Jombang,
10.32680,Scientific Bulletin of the Odessa National Economic University,
10.32678,Lembaga Penelitian dan Pengabdian kepada Masyarakat (LP2M) Universitas Islam Negeri (UIN) Sultan Maulana Hasanuddin Banten,
10.32681,Institute for German Studies Seoul National University,
10.32031,Integral Transpersonal Institute,
10.32756,Pharmapress LLC,
10.32689,Interregional Academy of Personnel Management,
10.32684,Odessa State Academy of Technical Regulation and Quality,
10.32688,Editora Bonecker,
10.32687,Joint-Stock Company Chicot,
10.32686,JSC FPH Business Express,
10.32683,Novosibirsk State University of Architecture and Civil Engineering (Sibstrin),
10.32745,MWV Medizinisch Wissenschaftliche Verlagsgesellschaft mbH and Co. KG,
10.32723,Pipa Comunicacao Editorial,
10.32724,Phanes,
10.32776,Autonomous University of Yucatan,
10.32732,Tech Reviews Ltd,
10.33010,Red de Investigadores Educativos Chihuahua AC,
10.32691,Institute of Philosophy and Law SB RAS,
10.32692,Darshan Institute of Engineering and Technology,
10.32698,Redwhite Press,
10.32700,STIKes Maharani Malang,
10.32699,LP3M Universitas Sains Al Quran,
10.32697,Komisi Pemberantasan Korupsi,
10.32693,Marine Geological Institute,
10.32696,Universitas Muslim Nusantara Al Washliyah Medan,
10.32695,Poltekkes Kemenkes Maluku,
10.32694,Fakultas Syariah Institut Agama Islam Negeri Kerinci,
10.32701,Faculty of Philosophy and Religious Studies,
10.32703,State University of Infrastructure and Technologies,
10.32712,Fiocruz - Instituto de Tecnologia em Farmacos,
10.32716,The SNU Society of Labor Law,
10.32711,Turkiye Ilahiyat Arastirmalari Dergisi,
10.32710,Tekstil Ve Konfeksiyon,
10.32709,Afyon Kocatepe Universitesi Sosyal Bilimler Dergisi,
10.32702,DKS Center,
10.32707,Erciyes Universitesi Veteriner Fakultesi Dergisi,
10.32715,Korean Society for Migration History,
10.32708,Uludag Universitesi Tip Fakultesi Dergisi,
10.32713,Revista Direito and Paz,
10.32704,Erdem,
10.32706,Mersin Universitesi Beden Egitimi ve Spor Yuksekokulu,
10.32705,Yorum-Yonetim-Yontem Uluslararasi Yonetim-Ekonomi ve Felsefe Dergisi,
10.32714,Research in Corpus Linguistics,
10.32718,Stepan Gzhytskyi National University of Veterinary Medicine and  Biotechnologies Lviv,
10.32717,Institute of Vegetable and Melon Growing of NAAS of Ukraine,
10.32788,Kazakh Ablai Khan University of International Relations and World Languages,
10.32801,Program Magister Kenotariatan Fakultas Hukum Universitas Lambung Mangkurat,
10.32770,Social Science and Business Research Network,
10.32867,Indonesian Society of Nephrology - InaSN,
10.32775,Laboratorio Nacional de Clima Espacial Instituto de Geofisica,
10.32769,EnFoque Digital,
10.32829,Centro de Investigacion y Capacitacion para el Desarrollo Regional (CINCADER),
10.32787,Asosiasi Ilmu Hubungan Internasional Indonesia,
10.32772,New World Publication Group,
10.46224,Scientific and Educational Initiative,
10.32744,Scientific and Educational Initiative,
10.32791,International Society for Orthomolecular Medicine,
10.32743,Siberian Academic Book LLC,
10.32740,Basrah Medical College - Department of Surgery,
10.32997,Universidad de Cartagena,
10.32796,MINCOTUR,
10.32790,King Abdulaziz University -  Saudi Society of Internal Medicine,
10.35715,Peter McMullin Centre on Statelessness - Melbourne University Law School,
10.32777,Researcher - European Journal of Humanities and Social Sciences,
10.32856,Bangladesh Veterinary Association (BVA),
10.32741,Eurofins NDSC Chimie Alimentaire,
10.32783,Center for Sustainable Infrastructure Development,
10.33681,Paco Editorial,
10.33104,Balai Besar Industri Hasil Perkebunan,
10.32795,Universitas Hindu Indonesia,
10.32771,Indonesian Society of Obstetrics and Gynecology,
10.32739,Uskudar University,
10.32871,University of San Jose-Recoletos,
10.32828,Al-Mustansiriyah University - College of Dentistry,
10.32933,Research and Innovation Centre Pro-Akademia,
10.36043,CHEAR Data Center at Icahn School of Medicine at Mount Sinai,
10.32785,Mesford Publisher Inc,
10.32778,"Scholar, LLC",
10.35116,Technical University of Kosice - Faculty of Aeronautics,
10.33803,Dedan Kimathi University of Technology,
10.32797,International Association for Time Use Research (IATUR),
10.32827,Community Health Society Malaysia,
10.32830,Pusat Penelitian Dan Pemberdayaan Fiskal Dan Ekonomi Daerah,
10.32773,Medieval Institute Publications,
10.32878,LLC M-Center,
10.33119,Warsaw School of Economics,
10.32789,iConferences,
10.32746,Indian Journal of Mental Health and Neurosciences,
10.32774,"Earth Science Dept, University of Florence",
10.32835,"Institute of Vocational Education and Training, National Academy of Educational Sciences of Ukraine",
10.32758,The TEHINFORM Publishing Centre,
10.32749,Revista Cientifica Multidisciplinar Nucleo Do Conhecimento,
10.32752,National Academy of Management,
10.32750,European Scientific Journal Of Economic And Financial Innovation,
10.32759,Institute of Electronic Buddhist Texts & Culture Contents,
10.32755,Academy Of The State Penitentiary Servise,
10.32757,LabPro Media Limited Liability Company,
10.32748,Revista de Estudos de Cultura,
10.32761,Korea Society for Indian Philosophy,
10.23713,Haditechnika,
10.32753,Journal of Specialist,
10.32751,Publishing House Lyudmila,
10.32804,ISARA Solutions,
10.32754,Militar Tehnical Academy Bucharest,
10.32760,REDD - Revista Espaco de Dialogo e Desconexao,
10.32764,Universitas KH. A. Wahab Hasbullah,
10.32767,Universitas Bina Insan,
10.32762,"University of Rijeka, Faculty of Civil Engineering",
10.32763,Politeknik Kesehatan Kemenkes Ternate,
10.32779,Udruga Futura,
10.32800,Consorci del Museu de Ciencies Naturals de Barcelona,
10.32889,Indonesian Society for Biochemistry and Molecular Biology,
10.32794,ST Bio-life,
10.33063,Uppsala University,
10.35756,Universidad Marcelino Champagnat,
10.33223,Instytut Gospodarki Surowcami Mineralnymi i Energia Polskiej Akademii Nauk,
10.33073,Polish Society of Microbiologists,
10.32793,Pengurus Besar Persatuan Dokter Gigi Indonesia,
10.32868,Saudi Food and Drug Authority,
10.32780,Korean Tourism Industry Research Association,
10.32781,Badan Penelitian Dan Pengembangan Provinsi Jawa Timur,
10.32911,Universidad Nacional Santiago Antunez de Mayolo,
10.32934,Perkumpulan Dosen Pendidikan Guru Madrasah Ibtidaiyah se-Indonesia,
10.32897,Universitas Sangga Buana YPKP,
10.52015,National University of Modern Languages,
10.32853,Instituto Colombiano de Derecho Procesal,
10.32866,Network Design Lab - Transport Findings,
10.32859,Ilia State University,
10.33698,Nursing Research Forum,
10.32894,Kirkuk University,
10.32912,Tamaki Paenga Hira Auckland Museum,
10.32908,"Old City Publishing, Inc",
10.32865,Texas Tech University,
10.33881,Corporacion Universitaria Iberoamericana,
10.32875,Association of Private International and Comparative Law Studies,
10.32896,Longe Medikal Sdn. Bhd,
10.32860,Center for Glocal Culture and Social Empathy,
10.33279,Journal of Khyber College of Dentistry,
10.54767,Colegio de Postgraduados,
10.47163,Colegio de Postgraduados,
10.32854,Colegio de Postgraduados,
10.22231,Colegio de Postgraduados,
10.32858,Temblor,
10.32807,Poltekkes Kemenkes Mataram,
10.32806,LP2M Institut Agama Islam Al-Khairat,
10.32805,Sekolah Tinggi Ilmu Kesehatan Jembrana,
10.32813,Revista Ciencias Humanas,
10.32816,Fakultas Teknik Universitas Langlangbuana,
10.32814,Sekolah Tinggi Ilmu Farmasi Makassar,
10.32817,"Faculty of Science, University of Split",
10.32808,"Faculdade Boas Novas de Ciencia Teologicas, Sociais e Biotecnologicas - FBNCTSB",
10.32815,Institut Teknologi dan Bisnis Asia Malang,
10.32812,Institut Teknologi dan Bisnis Asia Malang,
10.32809,Revista Brasileira de Nutricao,
10.32811,Revista de Saude Publica do Parana,
10.32810,Revista Informacao em Pauta,
10.32823,The Korean Society for Creative Information Culture,
10.32818,Sociedad Espanola de Medicina Interna (SEMI),
10.32821,Korean Association of Psychological Rehabilitation for Children,
10.32824,Facultad de Psicologia - Universidad de Buenos Aires,
10.32820,Ukrainian State Engineering Pedagogical Academy,
10.32822,Scientific Research Institute of Oil and Gas Industry of National Joint-Stock Company Naftogaz of Ukraine,
10.32819,Dnipro State Agrarian and Economic University,
10.18865,Ethnicity and Disease Inc,
10.32832,LPPM Universitas Ibn Khaldun Bogor,
10.32831,Akademi Keperawatan Dharma Husada Kediri,
10.32857,Paleontological Research Institution,
10.32833,Fakultas Ekonomi dan Bisnis Islam Universitas Muhammadiyah Kendari,
10.32834,STIA LAN Jakarta,
10.34091,Abasyn University,
10.33179,Ministry Of Defence - Slovenian Armed Forces,
10.33224,Romanian Academy - Revue Roumaine De Chimie,
10.33093,Multimedia University,
10.33045,Research Institute for Fruit Growing,
10.32851,Kherson State Agricultural University,
10.32842,Dniprovskii University of the Humanities,
10.32836,University of Customs and Finance,
10.32847,International University of Business and Law,
10.32841,International Humanitarian University,
10.32849,Research Institute of Private Law and Entrepreneurship named after Academician F.H. Burchak of the National Academy of Legal Sciences of Ukraine,
10.32838,V.I. Vernadsky Taurida National University,
10.32839,Publishing House Young Scientist,
10.32845,Sumy National Agrarian University,
10.32846,State Ecology Academy of Postgraduate Education and Management,
10.32844,Private Institution Scientific Institute of Public Law,
10.32843,Black Sea Research Institute of Economics and Innovation,
10.32850,Odessa State University of Internal Affairs,
10.32848,Institute of Irrigated Agriculture of the National Academy of Agrarian Sciences in Ukraine,
10.32840,Classic Private University,
10.32837,National University - Odessa Law Academy,
10.32880,Hypothekai,
10.33320,Macedonian Pharmaceutical Association,
10.33180,Drustvo MIDEM,
10.33167,Instituto Superior de Ciencias Sociais e Politicas,
10.32893,The International Journal of Business and Management Research,
10.32877,Komunitas Dosen Indonesia,
10.32993,The Public Association of Belorussian Stomatologists,
10.32954,Luqman Publishers,
10.32879,Islamia College Peshawar - Department of Psychology,
10.32863,Alta Astra LLC,
10.32862,Biblijski institut,
10.32864,The State Scientific Institution V.A. Belyi Metal-Polymer Research Institute of National Academy of Sciences,
10.32891,City Space Architecture,
10.32892,Medkrux,
10.32947,Al Mustansiriyah University - College of Pharmacy,
10.32945,"Annals of Tropical Medicine, Visayas State University",
10.32899,Tanta University,
10.33170,University of Babylon - Physical Education and Sports Sciences,
10.33732,Universidad Rey Juan Carlos,
10.32895,University of Medicine and Pharmacy at Ho Chi Minh City,
10.33192,"Faculty of Medicine Siriraj Hospital, Mahidol University",
10.33102,Universiti Sains Islam Malaysia,
10.51646,Center for Solar Energy Research and Studies,
10.33002,The Grassroots Institute,
10.32907,Research Outreach,
10.32898,Naaj Consultancy,
10.33111,Kyiv National Economic University named after Vadym Hetman,
10.32882,"Sprak- och litteraturcentrum, Lunds universitet",
10.32881,Aperio Press,
10.32884,Ideas Publishing,
10.32887,Revista do Departamento de Ciencias Sociais da UNIMONTES,
10.32888,Revista Cadernos de Gestao e Empreendedorismo,
10.32883,Sekolah Tinggi Ilmu Kesehatan Fort de Kock Bukittinggi,
10.32886,Legislation Institute of The Verkhovna Rada of Ukraine,
10.32885,The Institute of the Osteopathy and Holistic Medicine,
10.33281,Association for Tourism Development in Nigeria,
10.33105,"Direktorat Jenderal Perbendaharaan, Kementerian Keuangan",
10.32935,TUMA GROUP,
10.32932,"Publicacoes Ciencia e Vida, Lda",
10.33165,"Faculty of Medicine Ramathibodi Hospital, Mahidol University",
10.32913,MIC Journal of Information and Communications Technology,
10.32906,Ministry of Education of Azerbaijan Republic,
10.32900,Institute of Animal Science of the National Academy of Agrarian Sciences of Ukraine,
10.32903,Josip Juraj Strossmayer University of Osijek - Faculty of Education,
10.32905,Revista Eletronica Simbio-Logias,
10.32902,Communicable Diseases Intensive Care Association,
10.32904,ARRIV and W – Branch of the FSBSI FRARC,
10.32901,Melitopol Institute Of Public And Municipal Administration Of The Classic Private University,
10.32909,Croatian Cartographic Society,
10.32910,Croatian Economic Association,
10.32955,Near East University,
10.32946,Paleocultural Research Group,
10.33013,Iraqi Scientific Business Management Society,
10.36738,Malaysian Agricultural Research and Development Institute - MARDI,
10.32948,Asian Medical Press Limited,
10.32914,Croatian Communication Association,
10.32926,Mutual Images,
10.32918,State Scientific and Technical Center for Nuclear and Radiation Safety,
10.32917,Hiroshima University - Department of Mathematics,
10.32920,Ryerson University Library and Archives,
10.32916,Inter-American Journal of Development and Research,
10.32923,IAIN Syaikh Abdurrahman Siddik Bangka Belitung,
10.32915,Associacao Internacional Uniao das Americas,
10.32921,Republican Center for Health Development,
10.32922,Poltekkes Kemenkes Pangkalpinang,
10.32924,Sekolah Tinggi Manajemen IPMI,
10.32919,Department of Informatics and Cybernetics of Melitopol Bohdan Khmelnytsky State Pedagogical University,
10.32928,The Korean Academy of Long-Term Care,
10.32925,Turk Dili Arastırmalari Yillıgi - Belleten,
10.32927,Stowarzyszenie Centrum Badan nad Zaglada Zydow,
10.32930,Nuances Estudos Sobre Educacao,
10.33065,Ulyanovsk State Pedagogical University,
10.32931,A. N. Nesmeyanov Institute of Organoelement Compounds of the Russian Academy of Sciences - INEOS RAS,
10.32929,Revista Cultura Agronomica,
10.33298,State University of Infrastructure and Technology,
10.32995,Universidad Diego Portales,
10.33193,Emirates College for Education Sciences,
10.33176,Australasian Association for Clinical Biochemistry and Laboratory Medicine,
10.33048,Sobolev Institute of Mathematics,
10.33181,The American College of Osteopathic Family Physicians - ACOFP,
10.33072,Philippine Society of Biochemistry and Molecular Biology,
10.33197,Universitas Widyatama,
10.33064,Universidad Autonoma de Aguascalientes,
10.32964,TAPPI,
10.32939,Institut Agama Islam Negeri Kerinci,
10.32940,Perkumpulan Sarjana Manajemen Pendidikan Islam Indonesia,
10.32941,Guncel Pediatri,
10.32938,Universitas Timor,
10.32937,Meghana Publications,
10.33280,European University at Saint-Petersburg,
10.26442,Consilium Medicum,
10.36504,Consilium Medicum,
10.33260,ICT Association of Zambia,
10.33003,Federal University Dutsin-Ma,
10.32951,Muhasebe ve Finans Incelemeleri Dergisi,
10.33975,Universidad del Quindio,
10.33015,Dominican University of California,
10.33116,Purnomo Yusgiantoro Center,
10.33001,Bait Al-Mashura Finance Consultations,
10.32996,Al-Kindi Center for Research and Development,
10.32952,Ataturk Iletisim Dergisi,
10.32949,Arkhaia Anatolika Anadolu Arkeolojisi Arastırmaları Dergisi,
10.32953,Anadolu ve Balkan Arastirmalari Dergisi,
10.32950,Recep Tayyip Erdogan Universitesi,
10.53501,Recep Tayyip Erdogan Universitesi,
10.33012,Institute of Navigation,
10.32960,Ulusal Egitim Akademisi Dergisi,
10.32959,Turkish Online Journal of English Language Teaching,
10.32961,Korea Association of World History and Culture,
10.32958,Gastroia Journal of Gastronomy and Travel Research,
10.32956,Korean Association Of Computers and Accounting,
10.32962,ANO Editorial Board Melioration and Water Management,
10.32963,Boletim do Curso de Medicina da UFSC,
10.36042,"University of Technology, Baghdad",
10.33103,"University of Technology, Baghdad",
10.36041,"University of Technology, Baghdad",
10.32974,Materials Science and Engineering,
10.32969,Vasbetonepites,
10.32966,Szellem es Tudomany,
10.32976,Eszak-magyarorszagi Strategiai Fuzetek,
10.32968,Production Systems and Information Engineering,
10.32978,"Publicationes Universitatis Miskolciensis, Sectio Juridica et Politica",
10.32967,Egeszsegtudomanyi Kozlemenyek,
10.32971,"Advanced Logistic Systems, Theory and Practice",
10.32980,Miskolci Jogi Szemle,
10.32973,Journal of Computational and Applied Mechanics,
10.32970,Concrete Structures,
10.32975,Gesta,
10.32977,Alkalmazott Nyelveszeti Kozlemenyek,
10.32979,"Publicationes Universitatis Miskolciensis, Sectio Philosophica",
10.32972,Design of Machines and Structures,
10.32981,ATALAIA,
10.32987,State Scientific Institution - Institute of Educational Analytics,
10.32982,Revista Brasileira de Saude e Seguranca no Trabalho - REBRAST,
10.32985,"Faculty of Electrical Engineering, Computer Science and Information Technology Osijek",
10.32984,Croatian Academy of Legal Sciences,
10.32988,Publicacoes UNIFAL,
10.32986,Publishing House Triumph,
10.32983,Research Centre of Industrial Problems of Development of NAS of Ukraine,
10.33018,Institute of Mechanics - National Academy of Sciences of Armenia,
10.32990,Korean Society of Pediatric Critical Care Medicine,
10.32989,Korea Association of Real Estate Law,
10.33017,Centro de Preparacion para la Ciencia y Tecnologia - Ceprecyt,
10.32992,CEDLA - Centro de Estudios y Documentacion,
10.33222,STKIP Muhammadiyah Kuningan,
10.33014,The Blyth Institute,
10.32991,Historia Ambiental Latinoamericana y Caribena - HALAC,
10.33016,Nextjournal,
10.34035,Kusuma Husada University,
10.33050,iLearning Journal Center,
10.33154,Instituto Tecnologico de Sonora,
10.33005,University of Pembangunan Nasional Veteran Jawa Timur,
10.37598,Universitas Muhammadiyah Aceh,
10.33008,Bath Spa University,
10.33062,Universitas Binaniaga Indonesia,
10.33006,LPPM STIKes Hafshawaty Pesantren Zainul Hasan Probolinggo,
10.33066,Akdema Bilisim Yayincilik ve Dan. Tic. Ltd. Sti,
10.33372,STMIK Amik Riau,
10.33007,Puslitbangkesos Kementerian Sosial RI,
10.33897,Foundation University Islamabad,
10.35364,Foundation University Islamabad,
10.33021,Universitas Presiden,
10.33020,Stmik Palangkaraya,
10.33019,Universitas Bangka Belitung,
10.33022,STMIK Indonesia Padang,
10.33032,Acta Carolus Robertus,
10.33034,Paideia,
10.33030,Geosciences and Engineering,
10.33025,Imperial Editora,
10.33023,LPPM STIKES Pemkab Jombang,
10.33029,Geotar-Media Publishing Group,
10.33024,Universitas Malahayati Bandar Lampung,
10.33026,Pegada Eletronica,
10.33028,Ukrainian Scientific Research Institute of Ecological Problems,
10.33027,Revista de Politicas Publicas do IPPMar,
10.33031,Sarospataki Pedagogiai Fuzetek,
10.33033,Pro and Contra -  Central European Studies in Humanities,
10.33035,Eger Journal of English Studies - EJES,
10.33037,Konyv es Neveles,
10.33036,Eger Journal of American Studies - EJAS,
10.33040,Acta Universitatis de Carolo Eszterhazy Nominatae Sectio Sport,
10.33042,O.M.Beketov National University of Urban Economy in Kharkiv,
10.33038,Journal of Central European Green Innovation - JCEGI,
10.33041,Acta Universitatis de Carolo Eszterhazy Nominatae Sectio Biologiae,
10.33039,Annales Mathematicae et Informaticae - AMI,
10.37805,RESOLVE Network,
10.33164,BPSDMP Kominfo Yogyakarta,
10.33141,Towarzystwo Naukowe Organizacji i Kierownictwa,
10.33413,National University Pedro Henriquez Urena,
10.33110,Instituto de Investigaciones Economicas y Empresariales,
10.33107,University for Business and Technology,
10.46403,Eszterhazy Karoly Egyetem,
10.17048,Eszterhazy Karoly Egyetem,
10.33047,Perkumpulan Program Studi Pendidikan Guru Raudhatul Athfal Indonesia,
10.33092,P.G. Sergiev Scientific and Educational Center of Parasitology,
10.33233,Convergences Editorial,
10.33118,Open Access Publishers,
10.33216,Volodymyr Dahl East Ukrainian National University,
10.33175,Faculty of International Maritime Studies,
10.33795,Politeknik Negeri Malang,
10.18382,Politeknik Negeri Malang,
10.33106,Baltic International Academy Ltd,
10.33140,Opast Group LLC,
10.33094,International Academic Hub,
10.33054,Revista da Abem,
10.32395,IJPRBS,
10.33056,Editions Antipodes,
10.33061,Universitas Slamet Riyadi,
10.33053,Fundacao Universidade de Cruz Alta,
10.33057,Chronos Verlag,
10.33060,STMIK Hang Tuah Pekanbaru,
10.33052,Revista Interritorios,
10.33058,Seismo Verlag,
10.33051,Market Economy Institute of RAS - MEI RAS,
10.33055,Editions Alphil,
10.33069,Chronobiology in Medicine,
10.33070,The Gas Institute of the National Academy of Sciences of Ukraine,
10.33071,Social Science Research Institute - Locality and Globality - Korean Journal of Social Sciences,
10.33076,Turkish Dietetic Association Partner,
10.52208,Universitas Bosowa,
10.52175,Universitas Bosowa,
10.33074,Universitas Bosowa,
10.33075,Institute of Natural and Technical Systems,
10.33114,Academy for Design Innovation Management,
10.33313,Association for Iron and Steel Technology,
10.33115,Edicions A Peticio,
10.33226,Polskie Wydawnictwo Ekonomiczne S.A.,
10.33582,MedDocs Publishers LLC,
10.33177,Group of Studies of Asia and Latin America of the University of Buenos Aires,
10.33109,Bangladesh Society for Veterinary Medicine,
10.36111,Bangladesh Society for Veterinary Medicine,
10.33120,"Institute for Social and Political Psychology, National Academy of Educational Science of Ukraine",
10.33155,Centro Andaluz de Medicina del Deporte,
10.33080,STIA Al Gazali Barru,
10.33078,The Association Of Comparative Study Of World Literature,
10.33539,Universidad Femenina Del Sagrado Corazon,
10.33081,Revista Formacao,
10.33082,Odessa National Maritime University,
10.33079,Journal of Microelectronic Manufacturing,
10.33087,Universitas Batanghari Jambi,
10.33083,Journal of Gastronomy Hospitality and Travel - JOGHAT,
10.33084,Universitas Muhammadiyah Palangkaraya,
10.33086,Universitas Nahdlatul Ulama Surabaya,
10.33085,Institut Kesehatan Helvetia,
10.33099,The National Defence University of Ukraine named after Ivan Cherniakhovskyi,
10.33090,Korea Safety Culture Institute,
10.33089,Indonesian Society for Horticulture - Perhorti - Aceh Commissariat,
10.33098,Private Higher Educational Institution King Danylo University,
10.33097,International Next-Generation Convergence Technology Association,
10.33088,Poltekkes Kemenkes Bengkulu,
10.33143,Universitas Ubudiyah,
10.33209,Volyn Orthodox Theological Academy,
10.33151,Australasian College of Paramedicine,
10.33150,Journal of ICT - Design - Engineering and Technological Science,
10.33152,Journal of Management Practices - Humanities and Social Sciences,
10.33831,Eastern Mediterranean University - EMU,
10.33405,National Academy of the National Guard of Ukraine,
10.33513,Ocimum Scientific Publishers Pty Ltd,
10.33128,Hrvatsko Agronomsko Drustvo,
10.33108,Ternopil Ivan Puluj National Technical University,
10.33183,The West African Science Service Centre on Climate Change and Adapted Land Use,
10.33318,The University of the South Pacific,
10.35743,The University of the South Pacific,
10.34000,Association Monegasque pour la Recerche Academique sur le Yoga - AMARY,
10.33168,Success Culture Press,
10.33142,Viser Technology Pte Ltd,
10.33166,International Association for Educators and Researchers (IAER),
10.33319,LPPM Universitas Merdeka Madiun,
10.33144,ESRG Journals,
10.33121,Fakultas Hukum Universitas Narotama,
10.33412,Universidad Tecnologica de Panama,
10.33122,SAINTIS Publishing,
10.33136,Yuzhnoye State Design Office,
10.33131,Institucion Universitaria Pascual Bravo,
10.33126,Institute For Business & Economics Research,
10.33123,STIKes Kharisma Karawang,
10.33130,Asian Journal of Convergence in Technology,
10.33133,Fundacion Universitaria Agraria de Colombia,
10.33127,The Korean Association for Political and Diplomatic History,
10.33124,TKUMA Ukrainian Institute for Holocaust Studies,
10.33125,Soonchunhyang Exceptional Children Institute,
10.33132,Fundacion Universitaria del Area Andina,
10.33129,METAS Adventist College,
10.33135,Society for Reformed Life Theology,
10.33134,Helsinki University Press,
10.33163,XMLink,
10.32799,University of Toronto Libraries - UOTL,
10.25011,University of Toronto Libraries - UOTL,
10.28968,University of Toronto Libraries - UOTL,
10.33137,University of Toronto Libraries - UOTL,
10.33139,Rogers Publishing Corporation NFP,
10.33146,Institute of Accounting and Finance,
10.33145,National Research Center for Radiation Medicine of the NAMS of Ukraine,
10.33149,Redbiz the Laboratory of Medical Business,
10.33158,Editora Mecenas Ltda,
10.33147,Institute of Life Science and Natural Resources,
10.33148,Fundacao Joaquim Nabuco,
10.33303,Performance Studies international,
10.33182,Transnational Press London,
10.35560,University Of Baghdad - College of Fine Arts,
10.24205,Raffles Connect Pte Ltd,
10.33702,Raffles Connect Pte Ltd,
10.33300,Iqra University,
10.33194,Associacao Portuguesa dos Enfermeiros de Reabilitacao,
10.33393,Aboutscience Srl,
10.33302,Estonian National Museum,
10.33333,Escuela Politecnica Nacional,
10.33195,University of Chitral,
10.33257,Institute of Mechanics Lomonosov Moscow State University,
10.33541,UKI Press,
10.33326,Universidad Nacional Jorge Basadre Grohmann,
10.33161,Society of Korean Leprologists,
10.33186,State Public Scientific-Technical Library,
10.33160,Tottori University Faculty of Medicine,
10.33159,Revista Paulista de Enfermagem-REPEn,
10.33156,Institute of Philosophy in Chung-Ang University,
10.33162,The Korean Reliability Society,
10.33185,T-PRESS,
10.33172,Indonesia Defense University,
10.33210,Universidad Tecnologica Indoamerica,
10.33173,INFOTEKS,
10.33282,University of Baghdad - College of Media,
10.33198,Universidad Privada Antonio Guillermo Urrelo,
10.33235,Cambridge Media,
10.33255,Universidad Nacional de Entre Rios,
10.33225,Scientia Socialis Ltd,
10.33234,Playscript,
10.33218,Andover House Inc,
10.33799,Joklarannsoknafelag Islands,
10.33297,Badan Penelitian dan Pengembangan Daerah Kabupaten Luwu Utara,
10.33184,Bashkir State University,
10.33499,The Renaissance Group,
10.33882,Indian Dental Association,
10.33304,Universidad de Investigacion y Desarrollo,
10.37348,Sekolah Tinggi Agama Islam Hasan Jufri Bawean,
10.33212,Phoenix Publishing House Ltd,
10.33190,Ukrainian Lingua-Information Fund Of The National Academy Of Sciences Of Ukraine,
10.33188,Veteriner Hekimler Dernegi Dergisi,
10.33191,Revista Da Graduacao E Especializacao Em Direito,
10.33265,Norwegian Polar Institute,
10.33187,Journal of Mathematical Sciences and Modelling,
10.33189,Yarmachenko Institute of Special Education and Psychology of the NAES of Ukraine,
10.33429,Central Bank of Nigeria,
10.33231,Asociacion Espanola De Historia Economica,
10.33256,British Herpetological Society,
10.33211,NHP Publications,
10.33383,Redakcia Zhurnala Svetotekhnika LLC,
10.33430,The Hong Kong Institution of Engineers,
10.33206,MANAS Sosyal Arastirmalar Dergisi,
10.33205,Constructive Mathematical Analysis,
10.33202,COMU Ziraat Fakultesi Dergisi,
10.33201,Iran Calismalari Dergisi,
10.33204,Mucosa,
10.33200,International Journal of Contemporary Educational Research,
10.33199,The Institute for Korean Christianity Culture,
10.33208,Revista Psicologia Clinica,
10.33207,Trakya Universitesi Edebiyat Fakultesi Dergisi,
10.33203,Maliye Finans Yazilari,
10.33261,Society of Engineering Colleges and Institutes,
10.33230,Pusat Unggulan Riset-Penggembangan Lahan Suboptimal (PUR-PLSO),
10.33215,"SEISENSE Private, Ltd.",
10.33219,Korea Credit Guarantee Fund,
10.33213,Yeongnam Toegye Studies Institute,
10.33325,Healthcare Infection Society,
10.33214,Korean Ecological Engineering Society,
10.33621,DIGSUM,
10.33526,The British Association for Korean Studies,
10.33308,Istanbul Kultur University,
10.33299,BPSDMP Kominfo Manado,
10.17393,Institute of Psychiatry and Neurology,
10.33450,Institute of Psychiatry and Neurology,
10.33258,Budapest International Research and Critics Institute,
10.33220,Ukrainian Research Institute of Forestry and Forest Melioration named after G. M. Vysotsky,
10.33221,Sekolah Tinggi Ilmu Kesehatan Indonesia Maju - STIKIM,
10.33228,SCRIBES - Brazilian Journal of Management and Secretarial Studies,
10.33229,Zwiazek Karaimow Polskich,
10.33227,Ankara Universitesi Ilahiyat Fakultesi Dergisi,
10.35366,GRAPHIMEDIC SA DE CV,
10.33262,Editorial Ciencia Digital,
10.33494,Scion,
10.33314,Nepal Health Research Council,
10.33673,Orkana Forlag AS,
10.33324,Universidad del Azuay,
10.33278,Association System Economics,
10.33263,AMG Transcend Association,
10.36956,Nan Yang Academy of Sciences Pte Ltd,
