doi_prefix,publisher_2022,publisher_2013
10.4168,"The Korean Academy of Asthma, Allergy and Clinical Immunology and The Korean Academy of Pediatric Al","The Korean Academy of Asthma, Allergy and Clinical Immunology and The Korean Academy of Pediatric Allergy and Respiratory Disease (KAMJE)"
10.4167,The Korean Society for Microbiology and The Korean Society of Virology,The Korean Society for Microbiology and The Korean Society of Virology (KAMJE)
10.4171,European Mathematical Society - EMS - Publishing House GmbH,European Mathematical Society Publishing House
10.12715,OMICS Publishing Group,Healthy Aging Research
10.11131,OMICS Publishing Group,Agial Publishing House
10.4066,OMICS Publishing Group,Australasian Medical Journal
10.4174,The Korean Surgical Society,The Korean Surgical Society (KAMJE)
10.4178,Korean Society of Epidemiology,Korean Society of Epidemiology (KAMJE)
10.4182,Entomological Society of America (Arthropod Management Tests),Entomological Society of America Arthropod Management Tests
10.4184,Korean Society of Spine Surgery,Korean Society of Spine Surgery (KAMJE)
10.4185,Revista Latina de Comunicacion Social (RLCS),Revista Latina de Comunicacion Social
10.4196,The Korean Physiological Society and The Korean Society of Pharmacology,The Korean Physiological Society and The Korean Society of Pharmacology (KAMJE)
10.4194,Central Fisheries Research Institute (SUMAE),Turkish Journal of Fisheries and Aquatic Sciences
10.4193,Stichting Nase,Rhinology
10.4202,"Polska Akademia Nauk Instytut Paleobiologii (Institute of Paleobiology, Polish Academy of Sciences)","Polska Akademia Nauk Instytut Paleobiologii Institute of Paleobiology, Polish Academy of Sciences)"
10.4207,Paleoanthropology Society,Paleoantropology Society
10.4211,"Consortium of Universities for the Advancement of Hydrologic Science, Inc. (CUAHSI)","Consortium of Universities for the Advancement of Hydrologic Science, Inc."
10.4212,Canadian Society of Hospital Pharmacists (CSHP),Canadian Society of Hospital Pharmacists
10.4214,REMH (Rede Euroamericana de Motricidade Humana),Rede Euroamericana de Motricidade Humana
10.4223,The Council on Employee Responsibilities and Rights (CERR),The Council on Employee Responsibilities and Rights
10.4222,The Institute for Leadership and Global Education (ILGE),The Institute for Leadership and Global Education
10.4221,The Norwegian Association of Masters of Science in Business (Sivilokonomene),The Norwegian Association of Masters of Science in Business/Sivilokonomene
10.4235,The Korean Geriatrics Society,The Korean Geriatrics Society (KAMJE)
10.4246,California Coastal Atlas,moved to DataCite
10.4248,"International Journal of Oral Science, West China School of Stomatology","West China College of Stomatology, Sichuan University Press"
10.4243,Hebrew University Magnes Press,The Hebrew University Magnes Press
10.4244,Europa Digital & Publishing,Europa Digital and Publishing
10.4257,Oecologia Australis,Oecologia Brasiliensis
10.4258,The Korean Society of Medical Informatics,The Korean Society of Medical Informatics (KAMJE)
10.4266,The Korean Society of Critical Care Medicine,The Korean Society of Critical Care Medicine (KAMJE)
10.4285,The Korean Society for Transplantation,The Korean Society for Transplantation (KAMJE)
10.4289,Entomological Society of Washington,BioOne (Entomological Society of Washington)
10.1608,Freshwater Biological Association (BioOne sponsored),BioOne (Freshwater Biological Association)
10.4293,The Society of Laparoscopic and Robotic Surgeons,The Society of Laparoendoscopic Surgeons
10.4306,Korean Neuropsychiatric Association,Korean Neuropsychiatric Association (KAMJE)
10.4321,SciELO Espana/Repisalud,Instituto de Salud Carlos III/BNCS/SciELO Espana
10.4322,Editora Cubo,Editora Cubo Multimidia
10.4316,Universitatea Stefan cel Mare din Suceava,Stefan cel Mare University of Suceava
10.4314,African Journals Online (AJOL),African Journals Online
10.4994,Japonesa,Asociacion Japonesa de Hispanistas
10.5002,Dr. Akhilesh Pandey's Laboratory (Johns Hopkins Univ),Dr. Akhilesh Pandey's Laboratory
10.5006,Association for Materials Protection and Performance (AMPP),NACE International
10.5009,The Editorial Office of Gut and Liver,The Editorial Office of Gut and Liver (KAMJE)
10.5007,Universidade Federal de Santa Catarina (UFSC),Universidade Federal de Santa Catarina
10.7138,AOTA Press,AOTA Press (OT Practice Magazine)
10.7145,AOTA Press,AOTA Press (AOTA Special Interest Section Quarterlies)
10.5016,UNESP - Universidade Estadual Paulista,UNESP - Universidade Estdual Paulista
10.5021,Korean Dermatological Association and The Korean Society for Investigative Dermatology,Korean Dermatological Association and The Korean Society for Investigative Dermatology (KAMJE)
10.4999,Akademi Doktorlar Yayinevi,Akademi Doktolar Yayinevi
10.4143,Korean Cancer Association,Korean Cancer Association (KAMJE)
10.4163,The Korean Nutrition Society,The Korean Nutrition Society (KAMJE)
10.4162,The Korean Nutrition Society and The Korean Society of Community Nutrition,The Korean Nutrition Society and The Korean Society of Community Nutrition (KAMJE)
10.5044,"Applied Science and Analysis (ASA, Inc)",Applied Science and Analysis
10.5041,Rambam Health Corporation,Rambam Health Care Campus
10.5235,Bloomsbury Academic,Hart Publishing
10.2752,Bloomsbury Academic,Bloomsbury Academic (Oxford International Publishers Ltd)
10.5045,The Korean Society of Hematology,Korean Society of Hematology; Korean Society of Blood and Marrow Transplantation; Korean Society of Pediatric Hematology-Oncology; Korean Society on Thrombosis and Hemostasis (KAMJE)
10.5049,The Korean Society of Electrolyte Metabolism,The Korean Society of Electrolyte Metabolism (KAMJE)
10.5046,"PMPH - USA, Ltd.","PMPH-USA, Ltd."
10.5051,Korean Academy of Periodontology,Korean Academy of Periodontology (KAMJE)
10.5056,The Korean Society of Neurogastroenterology and Motility,The Korean Society of Neurogastroenterology and Motility (KAMJE)
10.5055,Weston Medical Publishing,Weston Medical Publishers
10.5094,Turkish National Committee for Air Pollution and Control (TUNCAP),Turkish National Committee for Air Pollution and Control
10.5089,International Monetary Fund (IMF),International Monetary Fund
10.5057,Japan Society of Kansei Engineering,Japan  Society of Kansei Engineering
10.5105,The Japanese Society of Electrocardiology,The Japanes Society of Electrocardiology
10.5107,Japan Society of Cosmetic Chemists of Japan,Society of Cosmetic Chemists of Japan
10.5102,Centro de Ensino Unificado de Brasilia,Programa de Mestrado e Doutorado em Direito do Uniceub
10.5109,Kyushu University,Japan Society of Ski Sciences
10.5115,Korean Association of Anatomists,Korean Association of Anatomists (KAMJE)
10.5096,Institute of Human Cognition and Brain Science (IHCBS),Institute of Human Cognition and Brain Science
10.5114,Termedia Sp. z.o.o.,Termedia Publishing House
10.5121,Academy and Industry Research Collaboration Center (AIRCC),Academy and Industry Research Collaboration Center
10.5125,The Korean Association of Oral and Maxillofacial Surgeons,The Korean Association of Oral and Maxillofacial Surgeons (KAMJE)
10.5091,Agentschap Plantentuin Meise,National Botanical Garden of Belgium
10.5141,The Ecological Society of Korea,The Ecological Society of Korean
10.5122,Chinese Birds (Press),Chinese Birds Press
10.5129,Comparative Politics CUNY,Comparative Politics
10.5137,Turkish Neurosurgical Society,Turkish Neurological Society
10.5132,Ecototoxicology and Environmental Contamination,Journal of the Brazilian Society of Ecotoxicology
10.5145,The Korean Society of Clinical Microbiology,The Korean Society of Clinical Microbiology (KAMJE)
10.5147,"Atlas Publishing, LLC","Atlas Scienfitic Publishing, LP"
10.5149,University of North Carolina Press (publisher),University of North Carolina Press
10.13076,AVES Publishing Co.,Turkish Journal of Orthodontics
10.5174,AVES Publishing Co.,AVES Publishing Company - Trakya University Faculty of Medicine
10.4261,AVES Publishing Co.,AVES - Turkish Society of Radiology
10.5181,Japan Cetology Research Group,Japanese Society for Mastication Science
10.5184,"Classical Association of the Middle West and South, Inc (CAMWS)","Classical Association of the Middle West and South, Inc."
10.5189,The Polarographic Society of Japan,The Polargraphic Society of Japan
10.5177,Netherlands Tijdschrift voor Tandheelkunde (NTvT),Netherlands Tijschrift voor Tandheelkunde
10.5202,"Dipartimento di Economia, Universita di Perugia (IT)","Dipartimento di Economia, Finanza e Statistica"
10.5208,ML Communications,"ML Communications Co., Ltd"
10.5213,Korean Continence Society,Korean Continence Society (KAMJE)
10.5217,Korean Association for the Study of Intestinal Diseases,Korean Association for the Study of Intestinal Diseases (KAMJE)
10.5209,Universidad Complutense de Madrid (UCM),Universidad Complutense de Madrid
10.5222,Logos Medical Publication (Logos Yayincilik Tic. A.S.),Logos Medical Publication
10.5223,"The Korean Society of Pediatric Gastroenterology, Hepatology and Nutrition","The Korean Society of Pediatric Gastroenterology, Hepatology and Nutrition (KAMJE)"
10.5226,Study Group of Aero Aqua Bio-mechanics,Study Group of Aero Aqua Bio-mechanisms
10.5228,The Korean Society of Technology of Plasticity,The Korean Society for Technology of Plasticity
10.5231,Universidad de Malaga,Universidad de Malaga Faculty of Psychology
10.5232,RICYDE. Revista Internacional de Ciencias del Deporte,Revista Internacional de Ciencias del Deporte
10.1921,"Whiting & Birch, Ltd.",Whiting & Birch Ltd
10.5252,"Museum National d'Histoire Naturelle, Paris, France","BioOne (Museum National d'Histoire Naturelle, Paris, France)"
10.5253,Netherlands Ornithologists' Union,BioOne (Netherlands Ornithologists' Union)
10.5212,Universidade Estadual de Ponta Grossa (UEPG),Universidade Estadual de Ponta Grossa
10.5271,"Scandinavian Journal of Work, Environment and Health","Scaninavian Journal of Work, Environment, and Health"
10.5204,Queensland University of Technology,First Year in Higher Education
10.5272,Peytchinski Publishing Ltd.,Journal of IMAB
10.5294,Universidad de la Sabana,Latin American Journal of CLIL
10.5304,Lyson Center for Civic Agriculture and Food Systems,"New Leaf Associates, Inc."
10.5295,Enpresa Institutua - Instituto de Economia Aplicada a la Empresa,Instituto de Economia Aplicada a la Empresa
10.5274,American Society of Sugarbeet Technologist,American Association of Sugarbeet Technologist
10.5322,The Korean Environmental Sciences Society,The Korean Environmental Science Society
10.5323,Association for the Study of African American Life and History (ASALH),Association for the Study of African American Life and History
10.5333,The Korean Society of Grassland and Forage Science,The Korean Society of Grassland and Forage Sciences
10.5339,Hamad bin Khalifa University Press (HBKU Press),Bloomsbury Qatar Foundation Journals
10.1629,"Ubiquity Press, Ltd.",UKSG
10.5348,Edorium Journals Pvt. Ltd.,"EDORIUM, Pvt., Ltd."
10.3105,Herpetological Society of Japan,BioOne (Herpetological Society of Japan)
10.5342,The Michigan Historical Review (Project Muse),Michigan Historical Review
10.5336,Turkiye Klinikleri,Ortadogu Reklam Tanitim Yayincilik Turizm Egitim Insaat Sanayi ve Ticaret A.S.
10.5371,The Korean Hip Society,The Korean Hip Society (KAMJE)
10.5324,Norwegian University of Science and Technology (NTNU) Library,Norwegian University of Science and Technology Library
10.5337,International Water Management Institute (IWMI),International Water Management Institute
10.5374,Radiologia.hu Kft,Radiologia.hu Kft.
10.5385,The Korean Society of Neonatology,The Korean Society of Neonatology (KAMJE)
10.5388,Korean Oncology Nursing Society,Korean Oncology Nursing Society (KAMJE)
10.5393,Korean Association of Agricultural Medicine and Community Health,Korean Association of Agriculture Medicine and Community Health
10.5414,Dustri-Verlgag Dr. Karl Feistle,Dustri-Verlag Dr. Karl Feistle
10.5432,"Japan Society of Physical Education, Health, and Sport Sciences","Japan Society of Physical Education, Health and Sport Sciences"
10.5455,ScopeMed,ScopeMed International Medical Journal Managment and Indexing System
10.5469,Korean Society of Interventional Neuroradiology,Korean Society of Interventional Neuroradiology (KAMJE)
10.5468,Korean Society of Obstetrics and Gynecology,Korean Society of Obstetrics and Gynecology (KAMJE)
10.5484,University of Debrecen/ Debreceni Egyetem,"University of Debrecen, Debrecen University Press"
10.5485,University of Debrecen/ Debreceni Egyetem,University of Debrecen - Teaching Mathematics and Computer Science
10.5911,University of Debrecen/ Debreceni Egyetem,University of Debrecen - Pedagogia Online
10.5434,University of Debrecen/ Debreceni Egyetem,University of Debrecen
10.5486,University of Debrecen/ Debreceni Egyetem,University of Debrecen - Publicationes Mathematicae Debrecen
10.12666,University of Debrecen/ Debreceni Egyetem,University of Debrecen - Novenytermeles
10.5457,University Clinical Centre Tuzla,Acta Medica Saliniana
10.5437,The Industrial Research Interchange,The Industrial Research Institute
10.5465,Academy of Management,The Academy of Management
10.5472,Marmara University,Marmara Medical Journal
10.5478,Korean Society for Mass Spectrometry,Korean Society Mass Spectrometry
10.5962,Smithsonian Institution,Smithsonian Institution Biodiversity Heritage Library
10.5491,"Occupational Safety and Health Research Institute, KOSHA (KAMJE)","Occupational Safety and Health Research Institute, KOSHA"
10.5503,"St. Plum-Blossom Press, Pty , Ltd.","St. Plum-Blossom Press Pty, Ltd."
10.5502,International Journal of Wellbeing,The Open Polytechnic of New Zealand
10.5505,LookUs Bilisim A.S.,"LookUs Bilisim, Ltd."
10.5506,Jagiellonian University,Acta Physica Polonica B Editorial Office
10.5087,University of Illinois Libraries,Dialogue and Discourse
10.5529,The Chinese Society of Theoretical and Applied Mechanics (CSTAM),The Chinese Society of Theoretical and Applied Mechanics
10.5534,Korean Society for Sexual Medicine and Andrology,Korean Society for Sexual Medicine and Andrology (KAMJE)
10.5535,Korean Academy of Rehabilitation Medicine,Korean Academy of Rehabilitation Medicine (KAMJE)
10.5537,Edentata,BioOne (Edentata)
10.5547,International Association for Energy Economics (IAEE),International Association for Energy Economics
10.5372,"Faculty of Medicine, Chulalongkorn University (Asian Biomedicine)","Faculty of Medicine, Chulalongkorn University, Asian Biomedicine"
10.5554,Sociedad Colombiana de Anestesiologia y Reanimacion (SCARE),Sociedad Colombiana de Anestesiologia y Reanimacion
10.5561,"GEMS - Genders, Education, Music and Society","GEMS - Gender, Education, Music and Society"
10.5541,International Centre for Applied Thermodynamics (ICAT),International Centre for Applied Thermodynamics
10.5557,Colegio Oficial de Bibliotecarios y Documentalistas de la Comunidad Valenciana (COBDCV),Colegio Oficial de Bibliotecarios y Documentalistas de la Comunidad Valenciana
10.5553,Koninklijke Boom uitgevers,Boom Uitgevers Den Haag
10.5574,Korean Society of Ocean Engineers (KISTI),Korean Society of Ocean Engineers
10.5568,Centro Sperimentale Interuniversitario di Ricerca Stradale-Aeroportuale (CIRS),Centro Sperimentale Interuniversitario di Ricerca Stradale-Aeroportuale
10.5582,International Research and Cooperation Association for Bio & Socio-Sciences Advancement (IRCA-BSSA),International Research and Cooperation Association for Bio & Socio-Sciences Advancement
10.5429,International Association for the Study of Popular Music (IASPM),The International Association for the Study of Popular Music
10.5594,Society of Motion Picture and Television Engineers (SMPTE),Society of Motion Picture and Television Engineers
10.5581,Revista Brasileira de Hematologia e Hemoterapia (RBHH),Revista Brasileira de Hematologia e Hemoterapia
10.5597,Sociedad Latinoamericana de Especialistas en Mamiferos Acuaticos (SOLAMAC),Sociedad Latinoamericana de Especialistas en Mamiferos Acuaticos
10.5599,International Association of Physical Chemists (IAPC),International Association of Physical Chemists
10.5564,Mongolian Journals Online,Mongolia Journals Online
10.5607,The Korean Society for Brain and Neural Science,The Korean Society for Brain and Neural Science (KAMJE)
10.5598,International Mycological Association (IMA),International Mycologica Association
10.5609,Japanese Society of Insurance Science,Japanese Society of Insurance Sciene
10.5624,Korean Academy of Oral and Maxillofacial Radiology,Korean Academy of Oral and Maxillofacial Radiology (KAMJE)
10.5605,Instituto Estudios Bursatiles (IEB),Insitututo Estudios Bursatiles
10.5603,VM Media SP. zo.o VM Group SK,VM Media Sp zo.o. - VMGroup SK
10.5616,Asociacion Espanola de Fitosociologia (AEFA),Asociacion Espanola de Fitosociologia
10.5614,The Institute for Research and Community Services (LPPM) ITB,The Institute for Research and Community Services ITB
10.5648,Japan Society of Immunology and Allergology in Otolaryngology,Japan Society of Immunology. and Allergology in Otolaryngology
10.5653,The Korean Society for Reproductive Medicine,The Korean Society for Reproductive Medicine (KAMJE)
10.5584,Proteomass Scientific Society,Proteomass
10.5602,Journal of Orofacial and Health Sciences,Journal of Orofacial and Health Science
10.5664,American Academy of Sleep Medicine (AASM),American Academy of Sleep Medicine
10.5665,Associated Professional Sleep Societies (APSS),Associated Professional Sleep Societies
10.5672,Institut d'Educacio Fisica de Catalunya (INEFC),Institut d'Educacio Fisica de Catalunya
10.5585,University Nove de Julho,University Nove de Julho - Uninove
10.5644,Academy of Sciences and Arts of Bosnia and Herzegovina,Academy of Sciences and Arts of Bosnia anad Herzegovina
10.5708,Semmelweis Egyetem (EKK Mentalhigiene Intezet),Binwin BT
10.5604,Index Copernicus,Index Copernicus International
10.5709,University of Economics and Human Sciences in Warsaw,University of Finance and Management in Warsaw
10.5733,Natal Museum of South Africa,BioOne (Natal Museum of South Africa)
10.5718,Korea Institute of Child Care & Education,Korea Institute of Child Care and Education
10.5705,Statistica Sinica (Institute of Statistical Science),"Institute of Statistical Science, Academia Sinica"
10.5735,Finnish Zoological and Botanical Publishing Board,BioOne (Finnish Zoological and Botanical Publishing Board)
10.5734,Korean Society of Medical Genetics,Korean Society of Medical Genetics (KAMJE)
10.5739,The Japan Fluid Power Systems Society,The Japan Fluid Power System Society
10.5758,The Korean Society for Vascular Surgery,The Korean Society for Vascular Surgery (KAMJE)
10.5759,The Japan Society of Computer Aided Surgery,The Japan Society of Computer Aided Sugery
10.5753,Sociedade Brasileira de Computacao - SB,Comissao Especial de Informatica na Educacao
10.5746,"IDP Education Cambodia, Ltd.",IDP Education Cambodia
10.5763,The Korean Society of Sports Medicine,The Korean Society of Sports Medicine (KAMJE)
10.5766,Social Entrepreneur Launch Factor,Social Entrepreneur Lauch Factor
10.5745,Revista de Economia Aplicada (REA),Revista de Economia Aplicada
10.5772,IntechOpen,InTech
10.5775,A. I. Rosu Cultural Scientific Foundation (Fundatia cultural-stiintifica A. I. Rosu),A. I. Rosu Cultural Scientific Foundation Fundatia cultural-stiintifica A. I. Rosu
10.5773,"Faculdade de Economia, Administracao e Contabilidade",Nucleo PGT/USP
10.5755,Kaunas University of Technology (KTU),Publishing House Technologija
10.5792,The Korean Knee Society,The Korean Knee Society (KAMJE)
10.5424,Instituto Nacional de Investigacion y Tecnologia Agraria y Alimentaria (INIA),Instituto Nacional de Investigacion y Tecnologia Agraria y Alimentaria
10.5812,Briefland,Kowsar Medical Institute
10.5784,Stellenbosch University,Stellenbosch University - OriON
10.11147,Stellenbosch University,Stellenbosch University - Acta Germanica
10.11146,Stellenbosch University,Stellenbosch University - SAJIE
10.5785,Stellenbosch University,Stellenbosch University - Per Linguam
10.7552,Stellenbosch University,"Stellenbosch University - African East Asian Affairs, The China Monitor"
10.5788,Stellenbosch University,Stellenbosch University - Lexikos
10.5774,Stellenbosch University,Stellenbosch University - SPIL
10.5952,Stellenbosch University,Stellenbosch University - Nederduitse Gereformeerde Teologiese Tydskrif
10.7833,Stellenbosch University,Stellenbosch University - Scriptura
10.7166,Stellenbosch University,Stellenbosch University - South African Journal of Industrial Engineering
10.11563,Stellenbosch University,Stellenbosch University - Wound Healing Southern Africa
10.7832,Stellenbosch University,Stellenbosch University - Missionalia
10.7445,Stellenbosch University,Stellenbosch University - Akroterion
10.5789,Stellenbosch University,Stellenbosch University - Global Media Journal African Edition
10.5786,Stellenbosch University,Stellenbosch University - African Zoology
10.7553,Stellenbosch University,Stellenbosch University - South African Journal of Library and Information Science
10.5842,Stellenbosch University,Stellenbosch University - SPILPlus
10.11562,Stellenbosch University,Stellenbosch University - South African Economic History Annual
10.11564,Stellenbosch University,Stellenbosch University - African Population Studies
10.5787,Stellenbosch University,Stellenbosch University - Scientia Militaria
10.11148,Stellenbosch University,Stellenbosch University - Soil Survey Journal
10.5693,Digital Journal of Opthalmology,Digital Journal of Opthamology
10.5814,"Institute of Geographic Science and Natural Resources Research, Chinese Academy of Sciences","BioOne (Institute of Geographic Scienes and Natural Resources Research, Chinese Academy of Sciences)"
10.5818,Association of Reptilian and Amphibian Veterinarians (ARAV),Association of Reptilian and Amphibian Veterinarians
10.5813,Institute of Electronic and Information Technology (IEIT),Institute of Electronic and Information Technology
10.5712,Sociedade Brasileira de Medicina de Familia e Comunidade (SBMFC),Sociedade Brasileira de Medicina de Familia e Comunidade
10.5747,Associacao Prudentina de Educacao e Cultura (APEC),Associacao Prudentina de Educacao e Cultura
10.5829,International Digital Organization for Scientific Information (IDOSI),International Digital Organization for Scientific Information
10.5844,Japan Society of Marketing and DIstribution,Japan Society of Marketing and Distribution
10.5855,The Korean Society for Energy,The Korean Society for Energy Engineering
10.5853,Korean Stroke Society,Korean Stroke Society (KAMJE)
10.5863,Pediatric Pharmacy Advocacy Group,Pediatric Pharmacy Advocay Group
10.5875,International Journal of Automation and Smart Technology,Chinese Institute of Automation Engineers
10.5895,Institute of West Asian Studies (IKRAB),Institute of West Asian Studies
10.5909,The Korean Institute of Broadcast and Media Engineers,The Korean Society of Broadcast Engineers
10.5894,Associacao Portuguesa dos Recursos Hidricos (APRH),Associacao Portuguesa dos Recursos Hidricos
10.5917,Japanese Association of Groundwater Hydrology,Japanese Association of Groundwater Hyrdology
10.5916,Journal of Advanced Marine Engineering and Technology,Korean Society of Marine Engineers
10.5921,International Council for Traditional Music,The International Council for Traditional Music
10.5935,GN1 Sistemas e Publicacoes Ltd.,GN1 Genesis Network
10.5892,Universidade Vale do Rio Verde (UninCor),Universidade Vale do Rio Verde
10.5946,The Korean Society of Gastrointestinal Endoscopy,The Korean Society of Gastrointestinal Endoscopy (KAMJE)
10.5824,AJIT - E Academic Journal of Information Technology,AJIT-E Academic Journal of Information Technology
10.5841,Centro de Estudos Latino-Americanos sobre Cultura e Comunicacao (CELACC - ECA/USP),Centro de Estudos Latino-Americanos sobre Cultura e Comunicacao
10.11643,Centre for Evaluation in Education and Science (CEON/CEES),Belgrade Centre for Security Policy
10.5937,Centre for Evaluation in Education and Science (CEON/CEES),Centre for Evaluation in Education and Science
10.7159,American Water Works Association,"American Water Works Association, IDA Journal"
10.5991,American Water Works Association,American Water Works Association - Opflow
10.12999,American Water Works Association,American Water Works Association - Standards
10.5835,Journal of Experimental and Clinical Medicine,Ondokuz Mayis University
10.5954,ALife Robotics Corporation Ltd.,Association of Urban Housing Sciences
10.5977,The Korean Academic Society of Nursing Education,Korean Academy Society of Nursing Education
10.6002,Baskent University,Baskent University Publishers
10.3952,Lithuanian Academy of Sciences,Lithuanian Physical Society
10.6006,Perspectivas Medicas da Faculdade de Medicine de Jundiai,Perspectivas Medicas - Faculty of Medicine
10.6007,Human Resources Management Academic Research Society (HRMARS),Human Resource Management Academic Research Society
10.6008,Companhia Brasileira de Producao Cientifica,Escola Superior de Sustentabilidade
10.5958,Diva Enterprises Private Limited,Divan Enterprises Private Limited
10.6011,Institute for Health Economics and Policy,The Japanese Association of Counseling Science
10.6016,Slovenian Medical Association,SZD - Slovenian Medical Association
10.6018,Servicio de Publicaciones de la Universidad de Murcia,Servicio de Publicaciones de la Universidad e Murcia
10.6015,Association of Perioperative Registered Nurses (AORN),Association of Perioperative Registered Nurses
10.6023,Shanghai Institute of Organic Chemistry,Shaghai Institute of Organic Chemistry
10.5999,Korean Society of Plastic and Reconstructive Surgeons,Archives of Plastic Surgery (KAMJE)
10.6028,National Institute of Standards and Technology (NIST),National Institute of Standards and Technology
10.6029,The Korea Academia-Industrial Cooperation Society,The Korea Academia - Industrial Cooperation Society
10.1685,SIMAI,SIMAI (mEDRA)
10.5838,Educational Research e-Journal (EREJ),Educational Research e-Journal
10.6059,Aino University,Japanese Economic Association
10.6063,"Desafio Singular, Lda",Revista Motricidade
10.6065,Korean Society of Pediatric Endocrinology,Korean Society of Pediatric Endocrinology (KAMJE)
10.6066,"Department of Food Science and Technology, IPB University (Bogor Agricultural University)","Department of Food Science and Technology, Bogor Agricultural University"
10.6112,Korea Society for Computational Fluids Engineering,Korea Society of Computational Fluids Engineering
10.6113,The Korean Institute of Power Electronics,The Korean Institute of Power Electrics
10.6118,The Korean Society of Menopause,The Korean Society of Menopause (KAMJE)
10.7134,Japan Society of Phlebology,Japanese Society of Phlebology
10.7126,Cumhuriyet University,Cumhuriyet University Faculty of Dentistry
10.7197,Cumhuriyet University,Cumhuriyet Medical Journal
10.7143,Japan Society of Health Evaluation and Promotion,Japan Society of Health Evaluation and Promiotion
10.5862,Saint Petersburg State Polytechnical University,St. Petersburg State Polytechnical University
10.7169,Adam Mickiewicz University (Euclid),Adam Mickiewicz University
10.7161,Anadolu Journal of Agricultural Sciences,Ondokuz Mayis University Agricultural Faculty
10.7155,Journal of Graph Algorithms and Applications,Journal of Algorithms and Applications
10.7181,Korean Cleft Palate-Craniofacial Association,Korean Cleft Palate-Craniofacial Association (KAMJE)
10.7151,"Institute of Mathematics, University of Zielona Gora, Poland","Faculty of Mathematics, Computer Science and Econometrics, University of Zielona Gora"
10.7121,Materials Science International Services GmBH,Materials Science International Services
10.7137,KEDGE,BEM - Bordeaux Management School
10.7187,Universiti Sultan Azlan Shah,Kolej Islam Darul Ridzuan
10.7172,University of Warsaw,"University of Warsaw, Faculty of Management"
10.7311,University of Warsaw,"University of Warsaw, Faculty of Management YARS Journal"
10.4191,Korean Ceramic Society,The Korean Ceramic Society
10.7221,National Institute of Japanese Literature,Japanese Society of Nephrology
10.7222,Japan Marketing Academy,Japan Association of Gender Studies
10.7198,Associacao Academica de Propriedade Intelectual,Universidade Federal de Sergipe
10.7189,International Global Health Society,Edinburgh University Global Health Society
10.7263,ESIC Business and Marketing School,"ESIC Business and Marketing School, AdResearch Journal"
10.7262,ESIC Business and Marketing School,ESIC Business and Marketing School (REIMKE Journal)
10.7146,Det Kgl. Bibliotek/Royal Danish Library,Aarhus University Library
10.7225,"University of Split, Faculty of Maritime Studies",Faculty of Maritime Studies Split
10.7201,Asociacion Española de Economia Agraria,Asociacion Espanola de Economia Agraria
10.7184,Asociacion Nacional de Historia y Antropologia de los Cuidados,Asociacion Nacional de Historia y Anthropologia de los Cuidados
10.3351,Sheffield Hallam University,"CRESR, Sheffield Hallam University"
10.7226,Department of Forest Management,Department of Forest Managment
10.4468,Niccolo Cusano University-Rome Symphonya Emerging Issues in Management,Universita degli Studi di Milano-Bicocca Symphonya Emerging Issues in Management (mEDRA)
10.7212,"Karaelmas Science and Engineering Journal, Zonguldak Bulent Ecevit University",Zonguldak Karaelmas University - Karaelmas Science and Engineering Journal
10.5825,National and University Library of the Republic of Srpska,Technical Institute Bijeljina
10.7315,Society for Computational Design and Engineering,Society of CAD/CAM Engineers
10.7319,The Korean Society for Geospatial Information Systems,The Korean Society for Geospatial Informational Systems
10.7329,The Japan Institute of International Affairs,Japan Society of Stomato-pharyngology
10.7325,Sociedad Espanola para la Conservacion y Estudio de los Mamiferos (SECEM),Sociedad Espanola para la Conservacion y Estudio de los Mamiferos
10.7328,Recht Fuer Deutschland GmbH,Recht Feur Deutschland GmbH
10.7456,"Turkish Online Journal of Design, Art and Communication (TOJDAC)","Turkish Online Journal of Design, Art and Communication"
10.7442,International Institute of Design and Service,Russian-British Institute of Managment
10.7461,Korean Society of Cerebrovascular Surgeons/Korean Society of Endovascular Surgery,Korean Society of Cerebrovascular Surgeons/Korean Society of Endovascular Surgery (KAMJE)
10.7306,Polish Geological Institute - National Research Institute (PGI-NRI),Polish Geological Institute
10.7324,Open Science Publishers LLP,Journal of Applied Pharmacuetical Science
10.7492,International Association for Sustainable Development and Management,International Association fo Sustainable Development and Management
10.7554,"eLife Sciences Publications, Ltd","eLife Sciences Publications, Ltd."
10.7546,Prof. Marin Drinov Publishing House of BAS (Bulgarian Academy of Sciences),Prof. Marin Drinov Academic Publishing House
10.7559,Universidade Catolica Portuguesa,"Escola das Artes, Universidade Catolica Portuguesa"
10.7562,Faculty of Occupational Safety,"Faculty of Occupational Safety, University of Nis"
10.7494,AGHU University of Science and Technology Press,AGH University of Science and Technology Press
10.7593,Department of Biology (UPM),Department of Biology
10.7179,Sociedad Iberoamericana de Pedagogia Social (SIPS),Sociedad Iberoamericana de Pedagogia Social
10.5902,Universidad Federal de Santa Maria,Universidade Federal de Santa Maria
10.7557,UiT The Arctic University of Norway,University Library at Tromso
10.7196,South African Medical Association NPC,Health and Medical Publishing Group
10.7601,Japan Society of Medical Entomology and Zoology,Japan Society of Medical Entomology an Zoology
10.7602,The Korean Society of Endoscopic and Laproscopic Surgeons,The Korean Society of Endoscopic and Laproscopic Surgeons (KAMJE)
10.7215,International Centre for Trade and Sustainable Development (ICTSD),International Centre for Trade and Sustainable Development
